country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),The restaurant's existence at the end of time implies the full scope of galactic civilization that preceded it.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",The crew watches the universe end from the far future. The temporal and spatial distance from their origin is absolute.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,Watching the apocalypse as entertainment while dining is a social norm. The universe's destruction is a show to be enjoyed over drinks.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Multi-species communication at the restaurant continues seamlessly.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,The restaurant is safe and comfortable despite the universe ending outside. The apocalypse is contained as entertainment.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),End-of-universe tourism is a popular activity. The infrastructure to support time-traveling diners is fully established.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,Diverse civilizations from across time and space are represented among the restaurant's patrons.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,9,q9,genre of the book,Comedy / satire,The universe ends as dinner entertainment. The spectacle is narrated like a sporting event. The satire of consumer entertainment culture is sharp.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,Pure entertainment and dining. No military elements whatsoever.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,11,q11,Is space characterized like another military domain?,Totally unique domain,The end of the universe as a tourist attraction makes space a uniquely absurd entertainment domain.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 16,16,2,12,q12,how physically different is space from earth?,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),"The universe is collapsing outside the windows. Stars die, galaxies dissolve. The physical environment is the death of all existence.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,1,q1,is space something to be contested,No contestation,The floor show continues at Milliways. The crew watches the universe end. Conversation and dining continue without conflict.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),"The restaurant exists as the ultimate expression of galactic civilization, serving patrons from across all of time and space.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","The crew is at the end of all time, the most extreme temporal distance possible from their origin.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,The end of the universe is a floor show. Patrons toast each other as reality dissolves. This social behavior is utterly alien to Earth norms.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Communication remains seamless among the diverse patrons and crew.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,The restaurant protects patrons from the apocalypse. The environment is luxurious and safe.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),Time travel to watch the universe end is normalized tourism. Galactic civilization is so established that its end is entertainment.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,Multiple civilizations from across time are represented at the restaurant.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,9,q9,genre of the book,Comedy / satire,The chapter continues the satirical treatment of the apocalypse as entertainment. Cosmic destruction as dinner theater is the ultimate dark comedy.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,Dining and entertainment. Entirely civilian.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,11,q11,Is space characterized like another military domain?,Totally unique domain,The end of all existence as a tourist attraction is unique to the Hitchhiker's universe.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 17,17,2,12,q12,how physically different is space from earth?,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),The universe is ending. All physical laws are breaking down outside the restaurant. The environment is the cessation of existence itself.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)",The crew discusses how to leave Milliways. Zaphod discovers a fabulous spaceship in the parking lot and decides to steal it. Minor interpersonal friction.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),The restaurant's parking lot contains ships from across the galaxy. The diversity of spacecraft implies extensive galactic civilization.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,3,q3,how long is journey / how  far from earth,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",They need to travel back through time from the end of the universe to their own era. The temporal distance is absolute.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,4,q4,how culturally different is space from earth?,Radically different / alien social order,Stealing spaceships from restaurant parking lots at the end of the universe is treated as a reasonable exit strategy.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,5,q5,do you speak same language on earth vs space ?,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Characters communicate freely as they plan their departure.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,6,q6,is it hostile / hard to survive (bc of natural conditions),Benign / easily survivable,The parking lot and ship are safe environments. No survival pressure.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,7,q7,how common is it for humans to live in space,Normalized / widespread (space habitation is ordinary for humanity),A parking lot full of spaceships at a restaurant demonstrates how normalized space travel is.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,8,q8,are there different countries in space? Or just one?,Multiple distinct space polities,"Ships from many civilizations are parked at Milliways, representing diverse polities.",US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,9,q9,genre of the book,Comedy / satire,Zaphod's instinct is to steal the flashiest ship in the lot. The concept of a restaurant parking lot at the end of time is absurdist comedy.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,Parking lots and restaurant departures. Entirely civilian.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,11,q11,Is space characterized like another military domain?,Totally unique domain,A parking lot at the end of the universe with ships from across time characterizes space as uniquely absurd.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 18,18,2,12,q12,how physically different is space from earth?,Somewhat different (manageable environmental differences),The parking lot and stolen ship are comfortable environments requiring no adaptation.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 19,19,2,1,q1,is space something to be contested,Moderate contestation (ongoing rivalry/disputes),The crew discovers they have stolen a stunt ship programmed to dive into a star as part of a rock concert finale. They cannot override the controls. The situation becomes desperate.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
US,"The Hitchhiker's Guide to the Galaxy (Omnibus, Parts 1–3)",Part 2 Chapter 19,19,2,2,q2,can you inhabit and hold territory in space,Extensive territorial occupation (many settled worlds/regions held like states or empires),The ship belongs to a rock band performing galactic stadium concerts. The entertainment industry spans the galaxy.,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26.csv,US_The_Hitchhikers_Guide_to_the_Galaxy_Omnibus_A_Trilogy_of_Five_Part_1_up_to_chapter_26
